V3_4		[F48, F5, F12, F6]
V3_3		[F13, F47, F28, F33]
V3_2		[F24, F16, F30, F32, F49]
V3_1		[F50, F38, F42, F36, F1]
V1_2		[F44, F8, F2, F39, F20]
V2_1		[F40, F41, F7, F31, F35, F14]
V1_1		[F9, F4, F34, F25, F3, F43, F26]
V1		[F46, F19, F29, F27, F17, F45, F18, F37]
V2		[F22, F15, F21]
V3		[F23, F11, F10]

CO2		1327,1324427
Distance	2600,034362
