V3_3		[F43, F45, F20, F17]
V3_2		[F25, F40, F15]
V2_3		[F47, F50, F2, F11, F33]
V2_2		[F24, F29, F7, F1, F39]
V3_1		[F32, F21, F18, F23]
V2_1		[F41, F6, F26, F31]
V1_2		[F10, F37, F16, F27, F22, F46]
V1_1		[F35, F9, F13]
V1		[F30, F44, F48, F8, F36, F3, F34]
V2		[F28, F12, F19, F14, F38]
V3		[F4, F5, F42, F49]

CO2		1296,7929718
Distance	2388,929631
