V3_4		[F38, F43, F11]
V3_3		[F40]
V3_2		[F28, F47, F10]
V3_1		[F3, F15]
V1_2		[F48, F39, F50, F23, F45, F31, F27, F29]
V2_1		[F1, F4, F2, F46]
V1_1		[F33, F24, F22, F16, F36, F21]
V1		[F5, F14, F25, F35, F7, F6, F34, F17, F44, F9, F19]
V2		[F30, F18, F42, F32, F12, F37, F49]
V3		[F41, F20, F26, F13, F8]

CO2		1165,2971210
Distance	2277,140423
