V3_4		[F12, F4, F17, F46]
V3_3		[F14, F38, F35, F26, F22, F30]
V3_2		[F5, F1, F47, F40]
V3_1		[F24, F32, F27]
V2_1		[F10, F13, F50, F37]
V1_2		[F42, F29]
V1_1		[F41, F48, F25, F23, F11, F2, F31, F8, F7, F19, F33]
V1		[F28, F44, F6, F45, F21, F39, F3, F43]
V2		[F9, F16, F15]
V3		[F34, F36, F18, F49, F20]

CO2		1271,5174062
Distance	2614,531130
