V3_3		[F24, F4, F32, F30]
V2_3		[F35, F5, F22, F28, F44]
V3_2		[F31, F39, F27]
V2_2		[F19, F18, F37, F17, F6, F2]
V3_1		[F7, F29, F21]
V2_1		[F50, F26, F48, F9, F34]
V1_2		[F20, F38, F14, F13, F10, F23]
V1_1		[F46, F45, F41, F3, F47, F49, F43]
V1		[F12, F1, F40, F42, F16, F36, F33]
V2		[F15, F8, F25]
V3		[F11]

CO2		1335,2037364
Distance	2377,376141
