V3_3		[F23, F37, F14]
V3_2		[F15, F21, F50, F48]
V2_3		[F1, F26, F4, F27]
V3_1		[F41, F49, F43, F32, F38]
V2_2		[F3, F39, F44]
V1_2		[F12, F18, F28, F30, F19, F31, F17, F2, F24]
V2_1		[F20, F36, F9, F46]
V1_1		[F22, F11, F47, F13, F35]
V1		[F8, F33, F7, F16, F6]
V2		[F45, F29, F42, F25, F10]
V3		[F40, F34, F5]

CO2		1359,4329439
Distance	2547,388196
