V3_4		[F6, F1, F11, F32]
V3_3		[F17, F14, F31]
V3_2		[F37, F15, F24]
V3_1		[F49, F36, F42, F25, F18]
V2_1		[F12, F30, F46, F16, F5, F41]
V1_2		[F39, F19, F45, F44, F13, F35, F43, F29]
V1_1		[F3, F50, F26, F7, F9]
V1		[F2, F8, F34, F38, F33]
V2		[F20, F23, F22, F10, F27, F21, F4]
V3		[F40, F47, F28, F48]

CO2		1492,6581304
Distance	3062,571313
