V3_3		[F1, F22, F19, F18]
V3_2		[F30, F49, F40]
V2_3		[F20, F38, F17, F32, F21, F50, F7]
V2_2		[F29, F11, F41, F27, F9]
V3_1		[F46, F23]
V2_1		[F24, F2, F3, F36]
V1_2		[F33, F14, F8, F13, F42]
V1_1		[F12, F31, F16, F45, F28, F44]
V1		[F47, F37, F35, F15, F10]
V2		[F39, F26, F5, F25, F34]
V3		[F43, F4, F6, F48]

CO2		1192,1388655
Distance	2183,808726
